"Region.Code","County.Name","Municipality","Location","Route.Carried.and.Reference.Marker","Owner","Year.Built","Date.Last.Inspected","SD.FO.Status","Condition.Rating"
2,"ONEIDA","Vienna  (Town)","VILLAGE OF NORTH BAY     ","WEST LAKE STREET","Town",1930,"04/22/2014","SD",4.119
2,"ONEIDA","Western  (Town)","0.9 MI E JCT RTS 46 & 274","274  274 26011087","NYSDoT",1931,"12/05/2014","N",4.531
2,"ONEIDA","Western  (Town)"," 13MI E  JCT RTS 46+274  ","274  274 26011091","NYSDoT",1931,"09/05/2013","SD",3.685
2,"ONEIDA","Western  (Town)","1.6 MI E JCT RTS 46 & 274","274  274 26011093","NYSDoT",1931,"08/13/2014","N",4.109
2,"ONEIDA","Western  (Town)","JCT SH46 &SH274-FRENCHVLL","46   46 26023087","NYSDoT",1960,"11/06/2013","N",6.543
2,"ONEIDA","Western  (Town)","1.7 MI N JCT RTS 46 & 274","46   46 26023105","NYSDoT",1931,"10/22/2014","SD",4.813
2,"ONEIDA","Western  (Town)","3.3 MI N JCT RTS 46 & 274","46   46 26023132","NYSDoT",1932,"11/04/2014","N",4.688
2,"ONEIDA","Western  (Town)","4 MI NE OF LAKE DELTA","COLEMAN ROAD","Town",1959,"09/10/2014","N",4.623
2,"ONEIDA","Western  (Town)","AT NORTH WESTERN","COUNTY ROAD 75","County",1932,"10/06/2014","FO",5.61
2,"ONEIDA","Western  (Town)","4 MI NE OF LAKE DELTA    ","GILLETTE HILL RD","Town",2004,"09/10/2014","N",6.696
2,"ONEIDA","Western  (Town)","AT HILLSIDE              ","HILLSIDE ROAD","Town",1905,"12/02/2014","FO",4.78
2,"ONEIDA","Western  (Town)","2 MI NW NORTHWESTERN     ","HILLSIDE ROAD","Town",1950,"08/13/2013","FO",5.293
2,"ONEIDA","Western  (Town)","2.5 MI NE LAKE DELTA     ","OLIVER ROAD","Town",1975,"08/25/2014","SD",3.421
2,"ONEIDA","Western  (Town)","1 MI SW JCT SH 46 & SH274","RIVER ROAD","Town",1966,"10/06/2014","N",6
2,"ONEIDA","Western  (Town)","3 MI. NE LAKE DELTA      ","RIVER ROAD","Town",1989,"10/06/2014","N",5.549
2,"ONEIDA","Western  (Town)","4 MI NE LAKE DELTA       ","ROSS ROAD","Town",1988,"04/28/2014","N",5.098
2,"ONEIDA","Western  (Town)","N END DELTA RES & W'VILLE","STOKES-W'VILLE RD","NYSDoT",2000,"06/10/2014","N",6.603
2,"ONEIDA","Westmoreland  (Town)","0.7 MI N OF RTE 5 & 233  ","233  233 26011042","NYSDoT",1999,"10/25/2013","N",6.931
2,"ONEIDA","Westmoreland  (Town)","3 MI S OF EXIT 32 OF I90 ","233  233 26011060","NYSDoT",1927,"07/24/2013","SD",4.406
2,"ONEIDA","Westmoreland  (Town)","0.1 MI S OF EXIT 32      ","233  233 26011063","NYSDoT",1999,"10/23/2013","N",6.633
2,"ONEIDA","Westmoreland  (Town)"," 35MI N  JCT RTS 5+233   ","233  233 26011068","NYS Thruway Authority",1954,"09/05/2013","FO",5.403
2,"ONEIDA","Westmoreland  (Town)","4 MI N JCT SH 5 & SH 26  ","26   26 26051155","NYS Thruway Authority",2000,"09/12/2014","FO",6.21
2,"ONEIDA","Westmoreland  (Town)","1.65 MI W INT 32 ON I-90 ","90I X","NYS Thruway Authority",1954,"06/27/2014","SD",3.347
2,"ONEIDA","Westmoreland  (Town)","2.05 MI W INT 32 ON I-90 ","BARTLETT RD CR 42","NYS Thruway Authority",1954,"05/20/2014","FO",4.859
2,"ONEIDA","Westmoreland  (Town)","10 MI W EXIT 31 OF I90   ","CIDER ST CR 23","NYS Thruway Authority",1952,"06/23/2014","FO",4.703
2,"ONEIDA","Westmoreland  (Town)","3 Mi. SW of Rome","CR 41 Dix Road","County",2014,"10/07/2014","N",7
2,"ONEIDA","Westmoreland  (Town)","AT WESTMORELAND          ","CR23 FURNACE ST","County",1930,"06/03/2014","SD",4.218
2,"ONEIDA","Westmoreland  (Town)","1.1 MI SW OF WESTMORELAND","CR42CREASER ROAD","Town",1958,"06/12/2014","N",5.491
2,"ONEIDA","Westmoreland  (Town)","5 MI SW JCT RTS 233 < 365","CR52 LOWELL RD","County",1948,"06/05/2014","N",4.965
2,"ONEIDA","Westmoreland  (Town)","5 MI SW JCT RTS 233 < 365","CR52LOWELL ROAD","County",2008,"05/19/2014","N",6.739
2,"ONEIDA","Westmoreland  (Town)","EXIT  32 OF I90          ","EXIT 32 RAMP","NYS Thruway Authority",2002,"10/02/2014","N",6.242
2,"ONEIDA","Westmoreland  (Town)","4.7 MI W EXIT 32 OF I90  ","LOWELL RD CR 52","NYS Thruway Authority",1953,"07/09/2014","FO",4.984
2,"ONEIDA","Westmoreland  (Town)","1.8 MI SE OF WESTMORELAND","PECKVILLE ROAD","Town",1966,"07/15/2014","N",5.657
2,"ONEIDA","Westmoreland  (Town)","2.0 MI SE OF WESTMORELAND","SOUTH STREET","County",1945,"07/15/2014","N",6.184
2,"ONEIDA","Westmoreland  (Town)","AT WESTMORLAND           ","STATION HILL ROAD","Town",1962,"05/22/2014","N",4.358
2,"ONEIDA","Westmoreland  (Town)","AT WESTMORELAND          ","STONE ROAD","County",1949,"06/03/2014","FO",6
2,"ONEIDA","Westmoreland  (Town)","IN CLARK MILLS           ","STOP SEVEN ROAD","Town",1977,"07/15/2014","N",6
2,"ONEIDA","Westmoreland  (Town)"," 2.0 MI NE OF STARKVILLE ","STOP SEVEN ROAD","Town",1987,"07/15/2014","N",6.667
2,"ONEIDA","Whitesboro  (Village)",".4 MI W JCT SH 69 & SH 5A","69   69 26013111","NYSDoT",1937,"09/05/2013","N",4.472
2,"ONEIDA","Whitesboro  (Village)","3.0MI W INT 31 UTICA NY","90I X","NYS Thruway Authority",1954,"08/05/2013","SD",3.609
2,"ONEIDA","Whitesboro  (Village)","5.24 MI W INT 31 ON I-90 ","90I X","NYS Thruway Authority",1955,"07/05/2013","FO",5.085
2,"ONEIDA","Whitesboro  (Village)","IN WHITESBORO            ","922A 922A26011004","NYSDoT",1968,"09/12/2013","FO",5.234
2,"ONEIDA","Whitesboro  (Village)"," AT WHITESBORO           ","MAIN ST","Village",1986,"06/17/2014","N",6
2,"ONEIDA","Whitesboro  (Village)","02MI W JCT RTS 69+5A     ","RAMP FM 69 TO 5A","NYSDoT",1970,"07/17/2013","N",5.734
2,"ONEIDA","Whitestown  (Town)",".2 MI NE JCT RTS 69 & 291","291   12C26012030","NYSDoT",1994,"10/31/2014","N",6.028
2,"ONEIDA","Whitestown  (Town)"," JCT RTS 5A+69           ","5A   5A26011030","NYSDoT",1969,"04/09/2013","N",5.578
2,"ONEIDA","Whitestown  (Town)","8 MI W EXIT 31 OF I90    ","90I X","NYS Thruway Authority",2000,"09/18/2014","N",6
2,"ONEIDA","Whitestown  (Town)",".75 MI S OF ORISKANY     ","COUNTY ROAD 32","County",1986,"07/08/2014","N",5.983
2,"ONEIDA","Whitestown  (Town)","2 MI E ONEIDA CO. AIRPORT","CR 840","County",1965,"08/25/2014","FO",4.797
2,"ONEIDA","Whitestown  (Town)","7.63 MI W INT 31 ON I-90 ","JUDD ROAD","NYS Thruway Authority",1952,"05/29/2014","SD",3.75
2,"ONEIDA","Whitestown  (Town)","OVER BARGE C N ORISKANY  ","RIVER ST/ NY 922E","NYSDoT",1991,"07/24/2013","N",6.339
2,"ONEIDA","Whitestown  (Town)","0.5MI N RTE69 IN ORISKANY","RIVER ST/ NY 922E","NYSDoT",1991,"06/28/2013","N",6.452
2,"ONEIDA","Whitestown  (Town)","3.5 MI SE OF ORISKANY    ","STONE ROAD","County",1950,"08/01/2013","FO",5.661
3,"ONONDAGA","Baldwinsville  (Village)",".3 MI SE JCT SH370 & SH31","370  370 33031080","NYSDoT",1958,"10/03/2013","FO",5.609
3,"ONONDAGA","Baldwinsville  (Village)",".1 MI N JCT SH 31 & SH 48","48   48 33011045","NYSDoT",1937,"10/17/2014","N",5.094
3,"ONONDAGA","Baldwinsville  (Village)","RTE 31 AT BALDWINSVILLE  ","48   48 33011054","NYSDoT",1909,"08/18/2014","N",5.938
3,"ONONDAGA","Baldwinsville  (Village)",".1 MI S JCT SH 48 & SH370","48   48 33011055","NYSDoT",1937,"12/01/2014","N",5.797
3,"ONONDAGA","Camillus  (Town)","IN AMBOY                 ","173  173 33011063","County",1993,"08/07/2013","N",6.238
3,"ONONDAGA","Camillus  (Town)",".1 MI SE JCT SH 173 & SH5","173  173 33011084","County",1975,"11/19/2013","N",5.984
3,"ONONDAGA","Camillus  (Town)","JCT OF RTS 173 + 5       ","173  173 33011092","NYSDoT",1975,"05/21/2014","FO",4.641
3,"ONONDAGA","Camillus  (Town)","0.6 MI SE JCT RTS 174+321","174  174 33011131","NYSDoT",1966,"06/03/2013","N",5.977
3,"ONONDAGA","Camillus  (Town)","0.4 MI SE JCT RTS 174+321","174  174 33011132","NYSDoT",1938,"06/03/2013","N",4.5
3,"ONONDAGA","Camillus  (Town)","1.1 MI W JCT RTS 321 &174","321  321 33011075","NYSDoT",1985,"07/02/2013","N",5.423
3,"ONONDAGA","Camillus  (Town)","JCT OF RTS 5 + 174       ","5    5 33081291","NYSDoT",1977,"04/11/2014","N",5.391
3,"ONONDAGA","Camillus  (Town)","1.3 MI NE JCT RTS 5 + 174","5    5 33081304","NYSDoT",1977,"04/29/2014","N",5.188
3,"ONONDAGA","Camillus  (Town)","1.8 MI NE JCT SH 5 & SH 1","5    5 33081309","NYSDoT",1977,"10/24/2014","N",4.737
3,"ONONDAGA","Camillus  (Town)","1.2 MI W JCT SH 5 & SH173","5    5 33081324","NYSDoT",1977,"04/11/2014","N",5.328
3,"ONONDAGA","Camillus  (Town)","1.MI N JCT 5CONN+RTE 5INT","695  695 33011011","NYSDoT",1975,"07/22/2014","N",4.922
3,"ONONDAGA","Camillus  (Town)","1.8 MI W JCT SH 5 & SH173","BENNETT ROAD","NYSDoT",1977,"05/21/2014","FO",4.656
3,"ONONDAGA","Camillus  (Town)","JCT OF RTS 5 EB + 297    ","RAMP TO FAIRMOUNT","NYSDoT",1975,"11/14/2014","N",4.422
3,"ONONDAGA","Camillus  (Town)","JCT OF RTS 5 WB + 297    ","RAMP TO SH 695 NB","NYSDoT",1975,"11/14/2014","N",4.375
3,"ONONDAGA","Camillus  (Town)","INT .4MI NE JCT RTS 5+173","ROADWAY C","NYSDoT",1975,"05/15/2014","FO",5.641
3,"ONONDAGA","Camillus  (Town)","INT .4MI NE JCT RTS 5+173","ROADWAY C","NYSDoT",1975,"05/14/2014","FO",5.547
3,"ONONDAGA","Camillus  (Town)",".3 MI NE JCT SH5 WB&SH173","S.H. 5 ON RAMP","NYSDoT",1975,"05/15/2014","SD",4.736
3,"ONONDAGA","Camillus  (Town)","2.2 MI SSE OF I90 EXIT 39","VAN BUREN ROAD","County",1991,"09/11/2013","N",5.366
3,"ONONDAGA","Camillus  (Village)","IN CAMILLUS              ","GENESEE STREET","Village",1995,"08/07/2013","N",6.45
3,"ONONDAGA","Camillus  (Village)","IN CAMILLUS              ","NEW NORTH STREET","County",1977,"05/15/2014","N",5.281
3,"ONONDAGA","Cazenovia  (Town)","3 MI N DERUYTER RESERVOIR","CARDNER ROAD","County",1993,"06/20/2013","N",6.241
3,"ONONDAGA","Cicero  (Town)","JCT RTE 11 + ONEIDA LAKE ","11   11 34041000","NYSDoT",1932,"08/23/2013","SD",3.778
3,"ONONDAGA","Cicero  (Town)","2.3 MI SW JCT RTS 298 &31","298  298 33012093","NYSDoT",1993,"07/11/2013","FO",6.455
3,"ONONDAGA","Cicero  (Town)","0.1 MI E JCT RTS 31 & 298","31   31 33091329","NYSDoT",1999,"07/08/2013","N",6.22
3,"ONONDAGA","Cicero  (Town)","JCT OF SH 481 NB & US 11 ","481  481 33011008","NYSDoT",1972,"07/31/2014","N",5.411
3,"ONONDAGA","Cicero  (Town)","JCT OF SH 481 SB & US 11 ","481  481 33011008","NYSDoT",1972,"07/31/2014","N",5.464
3,"ONONDAGA","Cicero  (Town)","1.5 MI E JCT I81 & I481  ","481I 481I33012128","NYSDoT",1986,"04/22/2014","N",5.234
3,"ONONDAGA","Cicero  (Town)","1.5 MI E JCT I81 & I481  ","481I 481I33012128","NYSDoT",1986,"04/22/2014","N",5.156
3,"ONONDAGA","Cicero  (Town)","0.6MI.E.INTERSEC.81I&481I","481I 481I33012136","NYSDoT",1986,"07/15/2014","N",4.968
3,"ONONDAGA","Cicero  (Town)","0.6MI.E.INTERSEC.81I&481I","481I 481I33012136","NYSDoT",1986,"07/15/2014","N",5.048
3,"ONONDAGA","Cicero  (Town)","JCT OF RTS 481 NB & I-81 ","481I 481I33031000","NYSDoT",1986,"09/09/2014","FO",5.236
3,"ONONDAGA","Cicero  (Town)","JCT OF RTS 481 SB & I-81 ","481I 481I33031000","NYSDoT",1986,"09/09/2014","FO",4.958
3,"ONONDAGA","Cicero  (Town)","1 MI E.INTERSEC.81I&481I ","481I 481I33032132","NYSDoT",1986,"05/01/2014","N",5.19
3,"ONONDAGA","Cicero  (Town)","1 MI E.INTERSEC.81I&481I ","481I 481I33032132","NYSDoT",1986,"05/01/2014","N",5.095
3,"ONONDAGA","Cicero  (Town)","JCT OF RTS I-81 NB + 31  ","81I  81I33033080","NYSDoT",1959,"07/14/2014","FO",4.453
3,"ONONDAGA","Cicero  (Town)","JCT OF RTS I-81 SB + 31  ","81I  81I33033080","NYSDoT",1959,"07/14/2014","FO",4.359
3,"ONONDAGA","Cicero  (Town)","EXIT 31 OF I81","BARTELL ROAD","NYSDoT",2009,"09/09/2014","N",7
3,"ONONDAGA","Cicero  (Town)","At Lower South Bay","Beach Road","Town",1993,"11/26/2014","N",5.978
3,"ONONDAGA","Cicero  (Town)","0.25 MI E JCT SH481 & US ","EAST CIRCLE RD","Town",1976,"05/14/2014","N",4.571
3,"ONONDAGA","Cicero  (Town)","1.7 MI E OF CICERO CENTER","LAKESHORE ROAD","County",1965,"07/07/2014","N",4.743
3,"ONONDAGA","Cicero  (Town)","3 MI N JCT I81 & SH 31   ","MUD MILL ROAD","NYSDoT",1996,"11/26/2014","N",6.274
3,"ONONDAGA","Cicero  (Town)",".6 MI N JCT I81 & SH 481 ","SOUTH BAY RD","NYSDoT",1959,"09/15/2014","N",4.313
3,"ONONDAGA","Cicero  (Town)","1.6 MI NE JCT RTS I-81+11","TAFT ROAD","NYSDoT",1959,"05/19/2014","FO",4.297
3,"ONONDAGA","Cicero  (Town)","1.7MI NW JCT298<31 TUTTLE","TUTTLE ROAD","County",1954,"05/14/2014","N",4.636
3,"ONONDAGA","Clay  (Town)","JCT OF RTS 31 + 481      ","31   31 33091190","NYSDoT",1972,"10/30/2014","FO",4.469
3,"ONONDAGA","Clay  (Town)","1.0 MI E JCT RTS 31 & 481","31   31 33091199","NYSDoT",2004,"10/16/2014","N",6.167
3,"ONONDAGA","Clay  (Town)","0.3 MI  NE JCT RTS 481+11","481  481 33011013","NYSDoT",1972,"05/21/2014","N",5
3,"ONONDAGA","Clay  (Town)","4 MI NW JCT SH 481 & I81 ","481  481 33011040","NYSDoT",1972,"06/19/2013","N",4.703
3,"ONONDAGA","Clay  (Town)","4 MI NW JCT SH 481 & I81 ","481  481 33011040","NYSDoT",1972,"06/19/2013","N",4.688
3,"ONONDAGA","Clay  (Town)","2.3 MI SE JCT RTS 481$ 31","481  481 33011049","NYSDoT",1993,"09/06/2013","N",4.571
3,"ONONDAGA","Clay  (Town)","I481NB AT ONON+OSWEGO CL ","481  481 33011094","NYSDoT",1970,"08/08/2013","N",4.208
3,"ONONDAGA","Clay  (Town)","481 SB AT ONON&OSWEGO CL ","481  481 33011094","NYSDoT",1970,"08/08/2013","SD",3.944
3,"ONONDAGA","Clay  (Town)","3.4 MI W JCT 11 + BARGE C","BLACK CREEK ROAD","NYSDoT",1908,"08/06/2014","FO",5.042
3,"ONONDAGA","Clay  (Town)","2 MI NE EXIT 38 OF I90   ","BUCKLEY ROAD","County",1967,"05/15/2013","SD",4.109
3,"ONONDAGA","Clay  (Town)","IN CAUGHDENOY","CAUGHDENOY ROAD","NYSDoT",2005,"08/22/2013","N",6.943
3,"ONONDAGA","Clay  (Town)","2.3 MI W JCT US11 & BG CL","CAUGHDENOY ROAD","NYSDoT",1990,"08/09/2013","N",5.479
3,"ONONDAGA","Clay  (Town)","RTE 481 ONOND-OSWEGO CL  ","COUNTY ROUTE 57","County",1940,"09/02/2014","FO",4.653
3,"ONONDAGA","Clay  (Town)","2.0 MI SE JCT RTS 481 +31","HENRY CLAY BLVD","NYSDoT",1972,"05/30/2014","FO",5.563
3,"ONONDAGA","Clay  (Town)","3.5 MI WEST OF CICERO    ","HENRY CLAY BLVD","County",1972,"11/11/2014","N",5.789
3,"ONONDAGA","Clay  (Town)","1.2 MI E JCT SH481 & BG C","HORSESHOE IS ROAD","NYSDoT",1990,"06/28/2013","FO",4.958
3,"ONONDAGA","Clay  (Town)","1.5 MI SE JCT RTS 481 +31","MORGAN ROAD","NYSDoT",1972,"09/06/2013","FO",4.891
3,"ONONDAGA","Clay  (Town)","2.7 MI E JCT 481 &BARGE C","MORGAN ROAD","NYSDoT",1991,"08/08/2013","N",5.352
3,"ONONDAGA","Clay  (Town)","2 MI NORTH OF EUCLID","OAK ORCHARD ROAD","County",1939,"10/22/2014","N",6.304
3,"ONONDAGA","Clay  (Town)",".5 M N SH 31 IN EUCLID","VER PLANK ROAD","County",1996,"04/12/2013","N",5.448
3,"ONONDAGA","Clay  (Town)","0.6 MI NW JCT RTS 481 +31","VERPLANK ROAD","NYSDoT",1970,"05/30/2014","N",5.306
3,"ONONDAGA","De Witt  (Town)","JCT SH 173 & SH 91       ","173  173 33013030","NYSDoT",1999,"05/20/2014","FO",6.267
3,"ONONDAGA","De Witt  (Town)","IN EAST SYRACUSE","290  290 33012002","NYSDoT",1952,"12/08/2014","N",4.844
3,"ONONDAGA","De Witt  (Town)",".1 MI E JCT SH 290 & I481","290  290 33012027","NYSDoT",1984,"05/21/2014","N",4.735
3,"ONONDAGA","De Witt  (Town)",".8 MI W JCT SH 298 & I90 ","298  298 33012022","NYSDoT",1957,"07/31/2014","N",4.838
3,"ONONDAGA","De Witt  (Town)","JCT OF SH 298 & I90","298  298 33012038","NYS Thruway Authority",1953,"09/19/2013","SD",4.031
3,"ONONDAGA","De Witt  (Town)","1.6MI E OF JCT 81I < 481I","481I 481I33012010","NYSDoT",1980,"04/07/2014","N",4.953
3,"ONONDAGA","De Witt  (Town)","1.6MI E OF JCT 81I < 481I","481I 481I33012010","NYSDoT",1980,"04/07/2014","N",5.109
3,"ONONDAGA","De Witt  (Town)","2.1 MI E JCT I81 & I481","481I 481I33012015","NYSDoT",1980,"10/04/2013","N",5.125
3,"ONONDAGA","De Witt  (Town)","2.1 MI E JCT I81 & I481","481I 481I33012015","NYSDoT",1980,"10/04/2013","N",4.903
3,"ONONDAGA","De Witt  (Town)","3.2MI E OF JCT 81I < 481I","481I 481I33012026","NYSDoT",1980,"05/31/2013","N",4.986
3,"ONONDAGA","De Witt  (Town)","3.2MI E OF JCT 81I < 481I","481I 481I33012026","NYSDoT",1980,"05/31/2013","N",4.958
3,"ONONDAGA","De Witt  (Town)",".4 MI SW JCT I481 & S.H.5","481I 481I33012041","NYSDoT",1963,"08/30/2013","N",4.659
3,"ONONDAGA","De Witt  (Town)","JCT OF I481 SB & SH 5    ","481I 481I33012045","NYSDoT",1971,"09/16/2014","SD",4.531
3,"ONONDAGA","De Witt  (Town)","JCT OF I481 NB & SH 5    ","481I 481I33012045","NYSDoT",1963,"09/16/2014","SD",4.344
3,"ONONDAGA","De Witt  (Town)","JCT OF I481 NB & I690","481I 481I33012058","NYSDoT",1971,"04/29/2014","N",5.172
3,"ONONDAGA","De Witt  (Town)","1.6 MI N JCT RTS I481NB+5","481I 481I33012060","NYSDoT",1972,"10/08/2013","N",5.81
3,"ONONDAGA","De Witt  (Town)","1.6 MI N JCT RTS I481SB+5","481I 481I33012062","NYSDoT",1972,"05/30/2013","SD",5.047
3,"ONONDAGA","De Witt  (Town)","JCT OF RTS I-481 NB + 290","481I 481I33012067","NYSDoT",1972,"05/22/2014","N",5.047
3,"ONONDAGA","De Witt  (Town)","JCT OF RTS I-481 SB + 290","481I 481I33012067","NYSDoT",1972,"05/22/2014","N",4.938
3,"ONONDAGA","De Witt  (Town)",".5 MI N JCT I481 SB & SH2","481I 481I33012078","NYSDoT",1972,"10/07/2014","N",4.844
3,"ONONDAGA","De Witt  (Town)",".5 MI N JCT I481 NB & SH2","481I 481I33012078","NYSDoT",1972,"10/07/2014","SD",5.136
3,"ONONDAGA","De Witt  (Town)","JCT I481 SB & I90        ","481I 481I33012088","NYSDoT",1972,"10/28/2014","N",4.528
3,"ONONDAGA","De Witt  (Town)","JCT I481 NB & I90        ","481I 481I33012088","NYSDoT",1972,"10/28/2014","N",4.625
3,"ONONDAGA","De Witt  (Town)","JCT OF RTS 298 & I-481   ","481I 481I33012096","NYSDoT",1985,"05/02/2014","N",5.281
3,"ONONDAGA","De Witt  (Town)","JCT OF RTS 298 & I-481   ","481I 481I33012096","NYSDoT",1985,"05/02/2014","N",5.203
3,"ONONDAGA","De Witt  (Town)","1.1 MI N JCT RTS I481&298","481I 481I33012107","NYSDoT",1985,"08/06/2014","N",4.969
3,"ONONDAGA","De Witt  (Town)","1.1 MI N JCT RTS I481&298","481I 481I33012107","NYSDoT",1985,"08/06/2014","N",5.016
3,"ONONDAGA","De Witt  (Town)","0.1 MI E JCT RTS 5+ I-481","5    5 33083024","NYSDoT",1962,"07/11/2013","N",4.977
3,"ONONDAGA","De Witt  (Town)","1.5 MI N JCT RTS I481SB+5","690I 690I33013016","NYSDoT",1972,"04/24/2013","N",5.359
3,"ONONDAGA","De Witt  (Town)","1.4 MI N JCT I481SB & SH5","690I EB to 481I N","NYSDoT",1972,"05/30/2013","N",5.063
3,"ONONDAGA","De Witt  (Town)","ON I90 .8 MI W EXIT 35   ","90I X","NYS Thruway Authority",1948,"08/16/2013","N",4.229
3,"ONONDAGA","De Witt  (Town)","I90 1.4 M W EXIT 35      ","CR 70 TOWNLINE RD","NYS Thruway Authority",1953,"05/15/2014","SD",4.208
3,"ONONDAGA","De Witt  (Town)","NEAR HANCOCK FIELD LEY CK","CR13 DEWIT-CICERO","Town",2013,"04/16/2014","SD",7
3,"ONONDAGA","De Witt  (Town)","0.5 MI E I481 INTERCHANGE","DEWITT-MANLS RD","County",1989,"11/05/2014","N",5.227
3,"ONONDAGA","De Witt  (Town)","2 MI WEST OF COLLAMER    ","EAST MOLLOY ROAD","County",1982,"07/07/2014","N",6.286
3,"ONONDAGA","De Witt  (Town)","RAMP OVER I90 AT EXIT 34A","EXIT 34A RAMP","NYS Thruway Authority",1973,"09/10/2014","N",5.181
3,"ONONDAGA","De Witt  (Town)","RAMP BRIDGE EXIT 35 I90  ","EXIT 35 RAMP","NYS Thruway Authority",1954,"06/17/2014","SD",3.891
3,"ONONDAGA","De Witt  (Town)","3.2 MI E JCT I81 & I481","EXIT FROM I481 NB","NYSDoT",1980,"06/12/2014","N",6.093
3,"ONONDAGA","De Witt  (Town)","0.5MI W EXIT 34A I90     ","FLY ROAD CR 77","NYS Thruway Authority",2006,"10/17/2014","N",6.56
3,"ONONDAGA","De Witt  (Town)",".2 MI N JCT I90 & I481","FROM/TO I90/I481","NYSDoT",1985,"07/30/2014","N",5.208
3,"ONONDAGA","De Witt  (Town)","1.6 MI N JCT RTS I-481 +5","I690EB-I481NBRAMP","NYSDoT",1972,"05/30/2013","SD",4.906
3,"ONONDAGA","De Witt  (Town)",".2 MI SOUTH EXIT 2 - I481","JAMESVILLE ROAD","County",2007,"09/13/2013","N",6.849
3,"ONONDAGA","De Witt  (Town)","0.7 MI N JCT RTS 481I+ 5 ","KINNE ROAD","NYSDoT",1971,"08/26/2014","N",4.806
3,"ONONDAGA","De Witt  (Town)",".7 MI N JCT I481 & SH 5  ","KINNE ROAD","Town",1970,"08/13/2014","N",5.828
3,"ONONDAGA","De Witt  (Town)","3.2 MI E OF JCT 81I < 481","RAMP TO I481 SB &","NYSDoT",1980,"06/12/2014","N",5.659
3,"ONONDAGA","De Witt  (Town)","ON RAMP JCT I481 & SH 5/9","SH 5/92 TO I481","NYSDoT",1963,"08/01/2014","N",5.186
3,"ONONDAGA","De Witt  (Town)","0.8 MI N OF JAMESVILLE   ","SOLVAY ROAD","County",1957,"10/16/2014","FO",5.732
3,"ONONDAGA","De Witt  (Town)","0.9 MI NW OF JAMESVILLE  ","SYRACUSE-DEWITT R","County",1988,"09/17/2014","N",5.324
3,"ONONDAGA","De Witt  (Town)",".2 MI W I90 EXIT 35      ","THOMPSON RD CR 13","NYS Thruway Authority",2000,"09/29/2014","FO",6.111
3,"ONONDAGA","East Syracuse  (Village)",".9 MI W JCT SH 290 & I481","290  290 33012014","NYSDoT",1995,"11/07/2013","N",5.778
3,"ONONDAGA","East Syracuse  (Village)",".2 MI N JCT I481SB &SH290","481I 481I33012069","NYSDoT",1972,"07/09/2013","N",4.429
3,"ONONDAGA","East Syracuse  (Village)",".2 MI N JCT I481NB &SH290","481I 481I33012069","NYSDoT",1972,"07/09/2013","N",4.444
3,"ONONDAGA","East Syracuse  (Village)","JCT I690 & THOMPSON ROAD ","635  635 33101002","NYSDoT",1971,"08/26/2014","FO",4.153
3,"ONONDAGA","East Syracuse  (Village)","1. MI W JCT I-690 WB+481I","690I 690I33013008","NYSDoT",1971,"10/17/2013","N",4.625
3,"ONONDAGA","East Syracuse  (Village)","1. MI W JCT I-690 EB+481I","690I 690I33013008","NYSDoT",1971,"10/17/2013","N",4.672
3,"ONONDAGA","East Syracuse  (Village)",".1 MI SE JCT SH290 &SH635","BURNET AVENUE","Village",1976,"10/30/2014","N",4.938
3,"ONONDAGA","Elbridge  (Town)","JCT RTS 31 & I-90        ","31   31 33091015","NYSDoT",1983,"07/18/2014","FO",4.778
3,"ONONDAGA","Elbridge  (Town)","2.9 MI E JCT RTS 31+ I-90","31   31 33091044","NYSDoT",1963,"05/29/2013","N",5.093
3,"ONONDAGA","Elbridge  (Town)","1MI NNW OF JORDAN ON I-90","90I X","NYS Thruway Authority",1953,"10/29/2013","FO",5.905
3,"ONONDAGA","Elbridge  (Town)","7.1MI E I90 INT 40       ","90I X WESTBOUND","NYS Thruway Authority",1953,"06/09/2014","N",6.114
3,"ONONDAGA","Elbridge  (Town)","7.1MI E I90 INT 40       ","90I XEAST BOUND","NYS Thruway Authority",1953,"06/09/2014","N",5.343
3,"ONONDAGA","Elbridge  (Town)","AT HART LOT              ","CASE ROAD","County",1931,"11/13/2014","N",4.111
3,"ONONDAGA","Elbridge  (Town)",".3 MILE NW OF HART LOT","CHATFIELD ROAD","County",1955,"09/06/2013","N",5.514
3,"ONONDAGA","Elbridge  (Town)","2.3 MI NNE ELBRIDGE      ","COUNTY ROAD 183","County",1988,"05/05/2014","N",4
3,"ONONDAGA","Elbridge  (Town)","1.8MI N RTE I90@CAYUGA CL","COUNTY ROAD 61","NYSDoT",1951,"10/17/2014","N",4.708
3,"ONONDAGA","Elbridge  (Town)","2 MILES SOUTH OF JORDAN","HAMILTON ROAD","County",1987,"05/05/2014","N",6.08
3,"ONONDAGA","Elbridge  (Town)","2.7 MI E OF JORDAN       ","JORDAN-PERU ROAD","County",1999,"05/08/2013","N",5.897
3,"ONONDAGA","Elbridge  (Town)","1.5 MI NW MEMPHIS        ","LAIRD ROAD","NYS Thruway Authority",1954,"11/25/2014","FO",4.528
3,"ONONDAGA","Elbridge  (Town)","2 MI SE CROSS L @ SENECA ","OLD ROUTE 31","County",2000,"06/18/2014","N",6.586
